tweet	party
“Trump has outmastered the Deep State. He’s light years ahead of us.” MSDNC. I disagree. We have a long way to go. There are still some very bad, sick people in our government - people who do not love our Country (In fact, they hate our Country!).	1
Now the Democrats are trying to smear Bernie with Russia, Russia, Russia. They are driving him Crazy!	1
"Here's Surgeon General Jerome Adams telling Jake Tapper that President Trump ""sleeps less than I do and he's healthier than what I am."" "	1
Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his count on Super T. He lost states that he easily would have won if she had dropped out 3 days earlier. The DNC is doing it to Bernie again! Will he ever get angry?	1
Cryin’ Chuck Schumer said, “You will pay the price for this. You won’t know what HIT YOU.” That is far beyond simple rhetoric. That is a physical threat, or at least a threat that you better vote for us.” Trouble ahead!	1
The Fake News Media and their partner, the Democrat Party, is doing everything within its semi-considerable power (it used to be greater!) to inflame the CoronaVirus situation, far beyond what the facts would warrant. Surgeon General, “The risk is low to the average American.”	1
"Mitt Romney may block a subpoena to investigate Hunter Biden & Burisma

He says the investigation “looks political”

...Yet when it comes to the MOST partisan impeachment trial in history, Romney votes to convict President Trump?

He is a disgrace to the United States Senate

RT!"	1
"Wow:

What an amazing swing through the South for The #MAGADoctrine today

We totally sold out in Vero beach!

The response to this book has been truly overwhelming.

I can’t thank you all enough for your support

Make sure to pick up your copy today!

 "	1
"This is your daily reminder that New York City released an illegal alien charged with the rape of a 13 year old girl

Their Sanctuary City policy kept him from being turned over to ICE

This is exactly what Trump was elected to fix

RT if NYC should be defunded over this!"	1
"Mark Meadows is smart, loyal, and a true patriot. He’s a good man and my best friend!

Couldn’t have picked anyone better for the job. …"	1
"President @realDonaldTrump traveled to Tennessee to survey damage from the recent tornado and meet with families.  

We are with you, Tennessee!"	1
Thank you @GovBillLee and @MariaLeeTN. My Administration will always be there for the Great People of Tennessee. Together, we will prevail!  …	1
....I want to thank Acting Chief Mick Mulvaney for having served the Administration so well. He will become the United States Special Envoy for Northern Ireland. Thank you!	1
I am pleased to announce that Congressman Mark Meadows will become White House Chief of Staff. I have long known and worked with Mark, and the relationship is a very good one....	1
Congratulations to @FoxNews! …	1
 …	1
Thank you @GovBillLee. We are a phone call away, and here for you! …	1
My Administration is with you all of the way, Tennessee. We love you! …	1
Spoke to Governor @GavinNewsom early this morning about the cruise ship quarantined off the California Coast. CoronaVirus test kits have been delivered, testing is taking place now.	1
It is FAKE NEWS that @HHSGov @SecAzar is “sidelined” from the great job he is doing on the CoronaVirus Task Force. He has the total confidence of the @VP and myself, and is doing a fantastic job, as the numbers would indicate!	1
I will protect your Social Security and Medicare, just as I have for the past 3 years. Sleepy Joe Biden will destroy both in very short order, and he won’t even know he’s doing it!	1
  …	1
JOBS, JOBS, JOBS!!! …	1
Thanks Linda, but they were really good last night! …	1
"Watching Trump’s town hall on Fox News.
After seeing so much of the Democrat clowns stumbling, bumbling, evading and pandering, it’s amazing to watch Trump sit up there and directly answer questions. He’s concise, authoritative and funny.
#TrumpTownHall"	1
"There’s nothing greater than @realDonaldTrump answering questions

can watch here  …
#TrumpTownHall"	1
Thank you! …	1
"“We are four years out, there has been no war & we are respected again.”—@realDonaldTrump
#TrumpTownHall"	1
"Imagine Biden sitting there doing a town hall like Trump tonight?
He’d be babbling like an idiot.
Trump is absolutely Presidential.
#TrumpTownHall …"	1
"Don't miss @Jim_Jordan recapping the insanity of the impeachment process—and how conservatives can stop the left from continuing to weaponize the government. 

Bonus: A quick reminder of everything the Trump administration has accomplished.

Full episode:  "	1
A4A thanks @potus @realDonaldtrump @vp @Mike_Pence for inviting the CEOs of U.S. passenger airlines to the @WhiteHouse for today’s constructive meeting. We will continue to work collaboratively to contain and stop the spread of the novel coronavirus. 	1
"Conference Chairman @SenJohnBarrasso:

We cannot tolerate political violence or threats of harassment.

I hope that @SenSchumer will think twice about comments like these in the future."	1
Gallup just gave us the highest rating ever for the way we are handling the CoronaVirus situation. The April 2009-10 Swine Flu, where nearly 13,000 people died in the U.S., was poorly handled. Ask MSDNC & lightweight Washington failure @RonaldKlain, who the President was then?	1
The Department of Education is NOT closing hundreds of schools in rural areas of our Country. This is just more Fake News. We are investing greatly in our schools, and always will!	1
Mini Mike, you’re easy!   …	1
With approximately 100,000 CoronaVirus cases worldwide, and 3,280 deaths, the United States, because of quick action on closing our borders, has, as of now, only 129 cases (40 Americans brought in) and 11 deaths. We are working very hard to keep these numbers as low as possible!	1
